"Time Interval","Reserve Type","Type of Product","Source","Up price","Down Price","Currency","Price type"
"09.01.2023 05:00 - 09.01.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"93.37","30","EUR","MARGINAL"
"09.01.2023 06:00 - 09.01.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"110.35","76.5","EUR","MARGINAL"
"09.01.2023 07:00 - 09.01.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"151","128.36","EUR","MARGINAL"
"09.01.2023 08:00 - 09.01.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"147.32","113","EUR","MARGINAL"
"09.01.2023 09:00 - 09.01.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"161.06","110","EUR","MARGINAL"
"09.01.2023 10:00 - 09.01.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"154.14","114.29","EUR","MARGINAL"
"09.01.2023 11:00 - 09.01.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"155.31","120.5","EUR","MARGINAL"
"09.01.2023 12:00 - 09.01.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"136.49","136.49","EUR","MARGINAL"
"09.01.2023 13:00 - 09.01.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"133.96","133.96","EUR","MARGINAL"
"09.01.2023 14:00 - 09.01.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"160","139.12","EUR","MARGINAL"
"09.01.2023 15:00 - 09.01.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"170","146.39","EUR","MARGINAL"
"09.01.2023 16:00 - 09.01.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"156.85","156.85","EUR","MARGINAL"
"09.01.2023 17:00 - 09.01.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"164.68","164.68","EUR","MARGINAL"
"09.01.2023 18:00 - 09.01.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"163.34","163.34","EUR","MARGINAL"
"09.01.2023 19:00 - 09.01.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"157.7","157.7","EUR","MARGINAL"
"09.01.2023 20:00 - 09.01.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"145.07","145.07","EUR","MARGINAL"
"09.01.2023 21:00 - 09.01.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"134.63","134.63","EUR","MARGINAL"
"09.01.2023 22:00 - 09.01.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"128.11","128.11","EUR","MARGINAL"
"09.01.2023 23:00 - 10.01.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"125.3","111.89","EUR","MARGINAL"
"10.01.2023 00:00 - 10.01.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"118","109.3","EUR","MARGINAL"
"10.01.2023 01:00 - 10.01.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"118","99.91","EUR","MARGINAL"
"10.01.2023 02:00 - 10.01.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"118","98.18","EUR","MARGINAL"
"10.01.2023 03:00 - 10.01.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"118","93.26","EUR","MARGINAL"
"10.01.2023 04:00 - 10.01.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"118","99.91","EUR","MARGINAL"
"10.01.2023 05:00 - 10.01.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"112.05","112.05","EUR","MARGINAL"
"10.01.2023 06:00 - 10.01.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"132.65","132.65","EUR","MARGINAL"
"10.01.2023 07:00 - 10.01.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"149.94","149.94","EUR","MARGINAL"
"10.01.2023 08:00 - 10.01.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"161","160.53","EUR","MARGINAL"
"10.01.2023 09:00 - 10.01.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"156.09","155.77","EUR","MARGINAL"
"10.01.2023 10:00 - 10.01.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"149.94","149.94","EUR","MARGINAL"
"10.01.2023 11:00 - 10.01.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"141.91","141.91","EUR","MARGINAL"
"10.01.2023 12:00 - 10.01.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"140.07","111.8","EUR","MARGINAL"
"10.01.2023 13:00 - 10.01.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"139.97","110","EUR","MARGINAL"
"10.01.2023 14:00 - 10.01.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"141.19","110","EUR","MARGINAL"
"10.01.2023 15:00 - 10.01.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"141.69","110.5","EUR","MARGINAL"
"10.01.2023 16:00 - 10.01.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"170","120","EUR","MARGINAL"
"10.01.2023 17:00 - 10.01.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"161","142.1","EUR","MARGINAL"
"10.01.2023 18:00 - 10.01.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"137.08","104.5","EUR","MARGINAL"
"10.01.2023 19:00 - 10.01.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"121.46","95.5","EUR","MARGINAL"
"10.01.2023 20:00 - 10.01.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"109.13","72","EUR","MARGINAL"
"10.01.2023 21:00 - 10.01.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"97.3","64","EUR","MARGINAL"
"10.01.2023 22:00 - 10.01.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"83.91","65","EUR","MARGINAL"
"10.01.2023 23:00 - 11.01.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"55.77","55.77","EUR","MARGINAL"
"11.01.2023 00:00 - 11.01.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"42.03","25","EUR","MARGINAL"
"11.01.2023 01:00 - 11.01.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"27.73","21.5","EUR","MARGINAL"
"11.01.2023 02:00 - 11.01.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"25.17","0","EUR","MARGINAL"
"11.01.2023 03:00 - 11.01.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"22.57","-3.5","EUR","MARGINAL"
"11.01.2023 04:00 - 11.01.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"25.49","-4","EUR","MARGINAL"
"11.01.2023 05:00 - 11.01.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"26.6","-2.5","EUR","MARGINAL"
"11.01.2023 06:00 - 11.01.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"61.81","19.67","EUR","MARGINAL"
"11.01.2023 07:00 - 11.01.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"99.43","80.54","EUR","MARGINAL"
"11.01.2023 08:00 - 11.01.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"119.12","100","EUR","MARGINAL"
"11.01.2023 09:00 - 11.01.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"126.54","103.01","EUR","MARGINAL"
"11.01.2023 10:00 - 11.01.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"127.63","103.01","EUR","MARGINAL"
"11.01.2023 11:00 - 11.01.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"124.81","95","EUR","MARGINAL"
"11.01.2023 12:00 - 11.01.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"116.99","75","EUR","MARGINAL"
"11.01.2023 13:00 - 11.01.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"113.17","69","EUR","MARGINAL"
"11.01.2023 14:00 - 11.01.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"115.74","79","EUR","MARGINAL"
"11.01.2023 15:00 - 11.01.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"117.7","80.54","EUR","MARGINAL"
"11.01.2023 16:00 - 11.01.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"119.2","80.54","EUR","MARGINAL"
"11.01.2023 17:00 - 11.01.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"128.28","108","EUR","MARGINAL"
"11.01.2023 18:00 - 11.01.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"128.76","100","EUR","MARGINAL"
"11.01.2023 19:00 - 11.01.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"122.7","88.96","EUR","MARGINAL"
"11.01.2023 20:00 - 11.01.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"114.56","80","EUR","MARGINAL"
"11.01.2023 21:00 - 11.01.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"101.23","0","EUR","MARGINAL"
"11.01.2023 22:00 - 11.01.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"94.64","-3.5","EUR","MARGINAL"
"11.01.2023 23:00 - 12.01.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"71.51","-3.5","EUR","MARGINAL"
"12.01.2023 00:00 - 12.01.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"70.81","-2.5","EUR","MARGINAL"
"12.01.2023 01:00 - 12.01.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"95","-2.5","EUR","MARGINAL"
"12.01.2023 02:00 - 12.01.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"95","14.72","EUR","MARGINAL"
"12.01.2023 03:00 - 12.01.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"95","15.06","EUR","MARGINAL"
"12.01.2023 04:00 - 12.01.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"102.44","39.91","EUR","MARGINAL"
"12.01.2023 05:00 - 12.01.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"102.44","49.98","EUR","MARGINAL"
"12.01.2023 06:00 - 12.01.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"91.83","91.83","EUR","MARGINAL"
"12.01.2023 07:00 - 12.01.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"114","111.55","EUR","MARGINAL"
"12.01.2023 08:00 - 12.01.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"115","108.17","EUR","MARGINAL"
"12.01.2023 09:00 - 12.01.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"132","103.05","EUR","MARGINAL"
"12.01.2023 10:00 - 12.01.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"132","102.79","EUR","MARGINAL"
"12.01.2023 11:00 - 12.01.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"132","104.12","EUR","MARGINAL"
"12.01.2023 12:00 - 12.01.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"131","100","EUR","MARGINAL"
"12.01.2023 13:00 - 12.01.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"102.61","83.5","EUR","MARGINAL"
"12.01.2023 14:00 - 12.01.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"130","103.78","EUR","MARGINAL"
"12.01.2023 15:00 - 12.01.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"126","88.5","EUR","MARGINAL"
"12.01.2023 16:00 - 12.01.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"104.45","90","EUR","MARGINAL"
"12.01.2023 17:00 - 12.01.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"115.36","115.36","EUR","MARGINAL"
"12.01.2023 18:00 - 12.01.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"119.49","119.49","EUR","MARGINAL"
"12.01.2023 19:00 - 12.01.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"121","107.37","EUR","MARGINAL"
"12.01.2023 20:00 - 12.01.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"120","102.32","EUR","MARGINAL"
"12.01.2023 21:00 - 12.01.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"111.5","97.73","EUR","MARGINAL"
"12.01.2023 22:00 - 12.01.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"86.28","62","EUR","MARGINAL"
"12.01.2023 23:00 - 13.01.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"42.49","39.17","EUR","MARGINAL"
"13.01.2023 00:00 - 13.01.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"40.65","40","EUR","MARGINAL"
"13.01.2023 01:00 - 13.01.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"33","21.87","EUR","MARGINAL"
"13.01.2023 02:00 - 13.01.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"35","16.54","EUR","MARGINAL"
"13.01.2023 03:00 - 13.01.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"35","18.46","EUR","MARGINAL"
"13.01.2023 04:00 - 13.01.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"33","24.82","EUR","MARGINAL"
"13.01.2023 05:00 - 13.01.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"50","30.32","EUR","MARGINAL"
"13.01.2023 06:00 - 13.01.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"105.5","58.13","EUR","MARGINAL"
"13.01.2023 07:00 - 13.01.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"115","90.78","EUR","MARGINAL"
"13.01.2023 08:00 - 13.01.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"115","108.83","EUR","MARGINAL"
"13.01.2023 09:00 - 13.01.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"110","103.65","EUR","MARGINAL"
"13.01.2023 10:00 - 13.01.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"113","98.1","EUR","MARGINAL"
"13.01.2023 11:00 - 13.01.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"110","94.18","EUR","MARGINAL"
"13.01.2023 12:00 - 13.01.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"102","92.24","EUR","MARGINAL"
"13.01.2023 13:00 - 13.01.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"91.03","70","EUR","MARGINAL"
"13.01.2023 14:00 - 13.01.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"90.79","70","EUR","MARGINAL"
"13.01.2023 15:00 - 13.01.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"109","94.18","EUR","MARGINAL"
"13.01.2023 16:00 - 13.01.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"109","97.86","EUR","MARGINAL"
"13.01.2023 17:00 - 13.01.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"115","100","EUR","MARGINAL"
"13.01.2023 18:00 - 13.01.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"124","100.07","EUR","MARGINAL"
"13.01.2023 19:00 - 13.01.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"105","98.98","EUR","MARGINAL"
"13.01.2023 20:00 - 13.01.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"95.53","68","EUR","MARGINAL"
"13.01.2023 21:00 - 13.01.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"94.18","68","EUR","MARGINAL"
"13.01.2023 22:00 - 13.01.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"96.78","74","EUR","MARGINAL"
"13.01.2023 23:00 - 14.01.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"94.18","74","EUR","MARGINAL"
"14.01.2023 00:00 - 14.01.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"103.21","70","EUR","MARGINAL"
"14.01.2023 01:00 - 14.01.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"96.99","70","EUR","MARGINAL"
"14.01.2023 02:00 - 14.01.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"91.63","70","EUR","MARGINAL"
"14.01.2023 03:00 - 14.01.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"80.37","70","EUR","MARGINAL"
"14.01.2023 04:00 - 14.01.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"42.2","42.2","EUR","MARGINAL"
"14.01.2023 05:00 - 14.01.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"42.38","42.38","EUR","MARGINAL"
"14.01.2023 06:00 - 14.01.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"46.59","46.59","EUR","MARGINAL"
"14.01.2023 07:00 - 14.01.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"79.96","79.96","EUR","MARGINAL"
"14.01.2023 08:00 - 14.01.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"86.34","86.34","EUR","MARGINAL"
"14.01.2023 09:00 - 14.01.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"99","96.78","EUR","MARGINAL"
"14.01.2023 10:00 - 14.01.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"100","99.93","EUR","MARGINAL"
"14.01.2023 11:00 - 14.01.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"102.48","102.48","EUR","MARGINAL"
"14.01.2023 12:00 - 14.01.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"101.61","79","EUR","MARGINAL"
"14.01.2023 13:00 - 14.01.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"96.97","55","EUR","MARGINAL"
"14.01.2023 14:00 - 14.01.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"96.96","40.5","EUR","MARGINAL"
"14.01.2023 15:00 - 14.01.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"96.95","40.5","EUR","MARGINAL"
"14.01.2023 16:00 - 14.01.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"99.98","40.5","EUR","MARGINAL"
"14.01.2023 17:00 - 14.01.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"102.54","66.5","EUR","MARGINAL"
"14.01.2023 18:00 - 14.01.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"104.21","60","EUR","MARGINAL"
"14.01.2023 19:00 - 14.01.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"103.25","60","EUR","MARGINAL"
"14.01.2023 20:00 - 14.01.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"100.21","66.5","EUR","MARGINAL"
"14.01.2023 21:00 - 14.01.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"96.19","60","EUR","MARGINAL"
"14.01.2023 22:00 - 14.01.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"90.43","60","EUR","MARGINAL"
"14.01.2023 23:00 - 15.01.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"66.89","66.89","EUR","MARGINAL"
"15.01.2023 00:00 - 15.01.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"82.5","58.09","EUR","MARGINAL"
"15.01.2023 01:00 - 15.01.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"82.5","27.23","EUR","MARGINAL"
"15.01.2023 02:00 - 15.01.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"82.5","24.28","EUR","MARGINAL"
"15.01.2023 03:00 - 15.01.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"82.5","13","EUR","MARGINAL"
"15.01.2023 04:00 - 15.01.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"26.65","7.98","EUR","MARGINAL"
"15.01.2023 05:00 - 15.01.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"26.65","4.85","EUR","MARGINAL"
"15.01.2023 06:00 - 15.01.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"6.05","6.05","EUR","MARGINAL"
"15.01.2023 07:00 - 15.01.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"10.09","10.09","EUR","MARGINAL"
"15.01.2023 08:00 - 15.01.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"19.03","14.03","EUR","MARGINAL"
"15.01.2023 09:00 - 15.01.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"66","48.03","EUR","MARGINAL"
"15.01.2023 10:00 - 15.01.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"83.58","83.58","EUR","MARGINAL"
"15.01.2023 11:00 - 15.01.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"96.78","96.78","EUR","MARGINAL"
"15.01.2023 12:00 - 15.01.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"96.81","96.81","EUR","MARGINAL"
"15.01.2023 13:00 - 15.01.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"97.11","97.11","EUR","MARGINAL"
"15.01.2023 14:00 - 15.01.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"96.98","96.98","EUR","MARGINAL"
"15.01.2023 15:00 - 15.01.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"99.3","99.3","EUR","MARGINAL"
"15.01.2023 16:00 - 15.01.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"101.22","101.22","EUR","MARGINAL"
"15.01.2023 17:00 - 15.01.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"102.07","102.07","EUR","MARGINAL"
"15.01.2023 18:00 - 15.01.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"104.26","104.26","EUR","MARGINAL"
"15.01.2023 19:00 - 15.01.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"101.14","101.14","EUR","MARGINAL"
"15.01.2023 20:00 - 15.01.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"101.47","101.47","EUR","MARGINAL"
"15.01.2023 21:00 - 15.01.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"100.78","100.78","EUR","MARGINAL"
"15.01.2023 22:00 - 15.01.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"97.74","97.74","EUR","MARGINAL"
"15.01.2023 23:00 - 16.01.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"93.76","93.76","EUR","MARGINAL"
"16.01.2023 00:00 - 16.01.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"101.53","101.53","EUR","MARGINAL"
"16.01.2023 01:00 - 16.01.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"99.32","88","EUR","MARGINAL"
"16.01.2023 02:00 - 16.01.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"93.18","88","EUR","MARGINAL"
"16.01.2023 03:00 - 16.01.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"89.18","89.18","EUR","MARGINAL"
"16.01.2023 04:00 - 16.01.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"105.03","105.03","EUR","MARGINAL"
"16.01.2023 05:00 - 16.01.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"116.63","116.63","EUR","MARGINAL"
"16.01.2023 06:00 - 16.01.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"125","125","EUR","MARGINAL"
"16.01.2023 07:00 - 16.01.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"177.5","139.63","EUR","MARGINAL"
"16.01.2023 08:00 - 16.01.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"177.5","152.85","EUR","MARGINAL"
"16.01.2023 09:00 - 16.01.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"161.05","139","EUR","MARGINAL"
"16.01.2023 10:00 - 16.01.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"145.84","145.84","EUR","MARGINAL"
"16.01.2023 11:00 - 16.01.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"146.21","120","EUR","MARGINAL"
"16.01.2023 12:00 - 16.01.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"142.48","142.48","EUR","MARGINAL"
"16.01.2023 13:00 - 16.01.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"136.51","136.51","EUR","MARGINAL"
"16.01.2023 14:00 - 16.01.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"136.86","136.86","EUR","MARGINAL"
"16.01.2023 15:00 - 16.01.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"161.5","141.17","EUR","MARGINAL"
"16.01.2023 16:00 - 16.01.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"146.14","111.5","EUR","MARGINAL"
"16.01.2023 17:00 - 16.01.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"154.31","108","EUR","MARGINAL"
"16.01.2023 18:00 - 16.01.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"157.45","115","EUR","MARGINAL"
"16.01.2023 19:00 - 16.01.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"144.94","103","EUR","MARGINAL"
"16.01.2023 20:00 - 16.01.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"133.61","100","EUR","MARGINAL"
"16.01.2023 21:00 - 16.01.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"127.74","100","EUR","MARGINAL"
"16.01.2023 22:00 - 16.01.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"123.24","100","EUR","MARGINAL"
"16.01.2023 23:00 - 17.01.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"113.07","102","EUR","MARGINAL"
"17.01.2023 00:00 - 17.01.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"105.98","105.98","EUR","MARGINAL"
"17.01.2023 01:00 - 17.01.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"111.5","97.64","EUR","MARGINAL"
"17.01.2023 02:00 - 17.01.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"111.5","94.85","EUR","MARGINAL"
"17.01.2023 03:00 - 17.01.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"111.5","96.8","EUR","MARGINAL"
"17.01.2023 04:00 - 17.01.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"111.5","97.85","EUR","MARGINAL"
"17.01.2023 05:00 - 17.01.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"109.91","81","EUR","MARGINAL"
"17.01.2023 06:00 - 17.01.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"120.01","90","EUR","MARGINAL"
"17.01.2023 07:00 - 17.01.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"130.6","130.6","EUR","MARGINAL"
"17.01.2023 08:00 - 17.01.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"146.83","146.83","EUR","MARGINAL"
"17.01.2023 09:00 - 17.01.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"132.29","132.29","EUR","MARGINAL"
